Día,Mes,Clasificacion PM10,Clasificacion PM2.5
Wed,Jan,PM10_BUENA,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_BUENA
Wed,Jan,PM10_REGULAR,PM2.5_BUENA
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_BUENA
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Sat,Jan,PM10_MALA,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_BUENA
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_BUENA
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_BUENA
Sat,Jan,PM10_MALA,PM2.5_REGULAR
Sat,Jan,PM10_MALA,PM2.5_MALA
Sat,Jan,PM10_MALA,PM2.5_MALA
Sat,Jan,PM10_MALA,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_BUENA
Sat,Jan,PM10_BUENA,PM2.5_BUENA
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_MALA,PM2.5_MALA
Sun,Jan,PM10_MALA,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_MALA,PM2.5_MALA
Mon,Jan,PM10_MALA,PM2.5_MALA
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_BUENA,PM2.5_BUENA
Mon,Jan,PM10_BUENA,PM2.5_BUENA
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_BUENA,PM2.5_BUENA
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_REGULAR,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Mon,Jan,PM10_MALA,PM2.5_REGULAR
Tue,Jan,PM10_MALA,PM2.5_REGULAR
Tue,Jan,PM10_REGULAR,PM2.5_REGULAR
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_REGULAR,PM2.5_REGULAR
Tue,Jan,PM10_REGULAR,PM2.5_REGULAR
Tue,Jan,PM10_REGULAR,PM2.5_REGULAR
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_MUY_MALA
Tue,Jan,PM10_MALA,PM2.5_MUY_MALA
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_REGULAR
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_MALA
Tue,Jan,PM10_MALA,PM2.5_REGULAR
Tue,Jan,PM10_REGULAR,PM2.5_REGULAR
Tue,Jan,PM10_REGULAR,PM2.5_REGULAR
Tue,Jan,PM10_REGULAR,PM2.5_BUENA
Tue,Jan,PM10_BUENA,PM2.5_BUENA
Tue,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Thu,Jan,PM10_BUENA,PM2.5_REGULAR
Thu,Jan,PM10_BUENA,PM2.5_REGULAR
Thu,Jan,PM10_BUENA,PM2.5_REGULAR
Thu,Jan,PM10_BUENA,PM2.5_BUENA
Thu,Jan,PM10_BUENA,PM2.5_BUENA
Thu,Jan,PM10_BUENA,PM2.5_BUENA
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_MALA,PM2.5_MALA
Thu,Jan,PM10_MALA,PM2.5_REGULAR
Thu,Jan,PM10_REGULAR,PM2.5_BUENA
Thu,Jan,PM10_REGULAR,PM2.5_REGULAR
Thu,Jan,PM10_BUENA,PM2.5_BUENA
Thu,Jan,PM10_BUENA,PM2.5_REGULAR
Fri,Jan,PM10_BUENA,PM2.5_REGULAR
Fri,Jan,PM10_BUENA,PM2.5_REGULAR
Fri,Jan,PM10_BUENA,PM2.5_BUENA
Fri,Jan,PM10_BUENA,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_MALA
Fri,Jan,PM10_MALA,PM2.5_REGULAR
Fri,Jan,PM10_REGULAR,PM2.5_REGULAR
Fri,Jan,PM10_BUENA,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_BUENA
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_MALA,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_MALA,PM2.5_MALA
Sat,Jan,PM10_MALA,PM2.5_MALA
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_MALA,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_REGULAR
Sat,Jan,PM10_REGULAR,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_REGULAR
Sat,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_REGULAR,PM2.5_REGULAR
Sun,Jan,PM10_BUENA,PM2.5_BUENA
Mon,Jan,PM10_BUENA,PM2.5_BUENA
Mon,Jan,PM10_BUENA,PM2.5_BUENA
Mon,Jan,PM10_BUENA,PM2.5_REGULAR
Wed,Jan,PM10_REGULAR,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_REGULAR
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_MALA,PM2.5_MALA
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Wed,Jan,PM10_BUENA,PM2.5_REGULAR
Wed,Jan,PM10_BUENA,PM2.5_BUENA
Thu,Feb,PM10_REGULAR,PM2.5_BUENA
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_BUENA
Thu,Feb,PM10_BUENA,PM2.5_BUENA
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_BUENA
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_MALA,PM2.5_REGULAR
Thu,Feb,PM10_MALA,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_BUENA
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_BUENA
Fri,Feb,PM10_MALA,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_MALA,PM2.5_MALA
Sat,Feb,PM10_MALA,PM2.5_MALA
Sat,Feb,PM10_MALA,PM2.5_MALA
Sat,Feb,PM10_MALA,PM2.5_MALA
Sat,Feb,PM10_MALA,PM2.5_MALA
Sat,Feb,PM10_MALA,PM2.5_MALA
Sat,Feb,PM10_MALA,PM2.5_REGULAR
Sat,Feb,PM10_BUENA,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_MALA,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_MALA,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Sun,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_BUENA,PM2.5_BUENA
Mon,Feb,PM10_BUENA,PM2.5_BUENA
Mon,Feb,PM10_BUENA,PM2.5_REGULAR
Mon,Feb,PM10_BUENA,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_BUENA,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_BUENA,PM2.5_REGULAR
Mon,Feb,PM10_BUENA,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Mon,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_BUENA,PM2.5_REGULAR
Tue,Feb,PM10_BUENA,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_BUENA,PM2.5_REGULAR
Tue,Feb,PM10_BUENA,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_MALA,PM2.5_REGULAR
Tue,Feb,PM10_MALA,PM2.5_REGULAR
Tue,Feb,PM10_MALA,PM2.5_REGULAR
Tue,Feb,PM10_MALA,PM2.5_MALA
Tue,Feb,PM10_MALA,PM2.5_MALA
Tue,Feb,PM10_MALA,PM2.5_MALA
Tue,Feb,PM10_MALA,PM2.5_MALA
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_MALA,PM2.5_REGULAR
Tue,Feb,PM10_REGULAR,PM2.5_REGULAR
Tue,Feb,PM10_MALA,PM2.5_REGULAR
Tue,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Wed,Feb,PM10_BUENA,PM2.5_REGULAR
Wed,Feb,PM10_BUENA,PM2.5_REGULAR
Wed,Feb,PM10_BUENA,PM2.5_REGULAR
Wed,Feb,PM10_BUENA,PM2.5_REGULAR
Wed,Feb,PM10_BUENA,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_MALA
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_MALA,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Wed,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_BUENA
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_BUENA,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_REGULAR
Thu,Feb,PM10_REGULAR,PM2.5_BUENA
Thu,Feb,PM10_BUENA,PM2.5_BUENA
Fri,Feb,PM10_BUENA,PM2.5_BUENA
Fri,Feb,PM10_BUENA,PM2.5_BUENA
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_MALA,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_REGULAR,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_REGULAR
Fri,Feb,PM10_BUENA,PM2.5_BUENA
Sat,Feb,PM10_BUENA,PM2.5_BUENA
Sat,Feb,PM10_BUENA,PM2.5_BUENA
Sat,Feb,PM10_BUENA,PM2.5_BUENA
Sat,Feb,PM10_BUENA,PM2.5_BUENA
Sat,Feb,PM10_BUENA,PM2.5_BUENA
Sat,Feb,PM10_BUENA,PM2.5_BUENA
Sat,Feb,PM10_BUENA,PM2.5_REGULAR
Sat,Feb,PM10_BUENA,PM2.5_REGULAR
Sat,Feb,PM10_BUENA,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
Sat,Feb,PM10_REGULAR,PM2.5_REGULAR
